"지점","지점명","일시","기온..C.","풍향.deg.","풍속.m.s.","강수량.mm.","습도...","시"
400,"강남","2020-11-20",4.4,329.2,2.2,0,70.5,10
400,"강남","2020-11-20",4.3,318.6,2.3,0,68.6,11
400,"강남","2020-11-20",4.3,303.3,2,0,67.9,12
400,"강남","2020-11-20",4.3,294.3,2.7,0,66,13
400,"강남","2020-11-20",4.5,279.3,2.8,0,68.3,14
400,"강남","2020-11-20",4.7,313.3,2.4,0,64,15
400,"강남","2020-11-20",4.6,349.7,2.4,0,61.1,16
400,"강남","2020-11-20",4.1,321.3,2.7,0,62,17
400,"강남","2020-11-20",3.7,323.5,2.5,0,63.3,18
400,"강남","2020-11-20",2.9,325.7,2.2,0,63.9,19
400,"강남","2020-11-20",2.6,336.4,1.5,0,66.1,20
400,"강남","2020-11-20",3.1,339.3,1.3,0,64.7,21
400,"강남","2020-11-20",2.4,55.5,1.4,0,64.2,22
400,"강남","2020-11-20",2.1,15.5,1.3,0,65.6,23
400,"강남","2020-11-21",1.7,297.4,0.5,0,70.7,4
400,"강남","2020-11-21",1.6,127.7,0.6,0,71.1,5
400,"강남","2020-11-21",0.9,291.8,0.7,0,81.4,6
400,"강남","2020-11-21",1.7,52.3,0.9,0,71.5,7
400,"강남","2020-11-21",1.1,37.4,1.3,0,75.6,8
400,"강남","2020-11-21",1,92,0.9,0,79.3,9
400,"강남","2020-11-21",0.9,357.3,0.9,0,81,0
400,"강남","2020-11-21",0.6,0,0.4,0,83.1,1
400,"강남","2020-11-21",2,115.1,1.1,0,73.8,2
400,"강남","2020-11-21",2.9,112,0.6,0,73.5,3
400,"강남","2020-11-21",4.7,103.3,0.7,0,64.9,10
400,"강남","2020-11-21",6.9,95.3,1.8,0,57.4,11
400,"강남","2020-11-21",9.6,112.3,2,0,51.6,12
400,"강남","2020-11-21",11.8,161.7,2,0,49.5,13
400,"강남","2020-11-21",12.8,168.2,2.5,0,47.1,14
400,"강남","2020-11-21",12.5,180.8,2,0,46.6,15
400,"강남","2020-11-21",12.2,161.6,0.9,0,48.4,16
400,"강남","2020-11-21",11.7,143.1,0.6,0,48.9,17
400,"강남","2020-11-21",11,0,0.3,0,56.3,18
400,"강남","2020-11-21",11,0,0.4,0,56.9,19
400,"강남","2020-11-21",10.3,138.6,0.5,0,61.6,20
400,"강남","2020-11-21",10.8,159.5,1.1,0,58.2,21
400,"강남","2020-11-21",10.7,164.1,1.2,0,59,22
400,"강남","2020-11-21",10.9,223.7,1.3,0,59.2,23
400,"강남","2020-11-22",9.7,215.4,0.7,0,73.2,4
400,"강남","2020-11-22",9.2,256.2,1.3,0,79,5
400,"강남","2020-11-22",8.1,0,0.4,0,94.9,6
400,"강남","2020-11-22",8.3,0,0.4,0,98.4,7
400,"강남","2020-11-22",8.4,320.5,1,1,99.9,8
400,"강남","2020-11-22",7.7,314.1,2.6,0.5,91.1,9
400,"강남","2020-11-22",7.1,308.2,1.3,0.5,94.1,0
400,"강남","2020-11-22",6.5,313.3,1.2,1,93.4,1
400,"강남","2020-11-22",5.7,302.6,1.3,0.5,93,2
400,"강남","2020-11-22",6,301.9,1.3,0,90.4,3
400,"강남","2020-11-22",6.5,287,1,0.5,81.3,10
400,"강남","2020-11-22",7.1,203,0.7,0,74.7,11
400,"강남","2020-11-22",8,249.1,1.7,0,72.1,12
400,"강남","2020-11-22",8.1,310.7,2.1,0,72.4,13
400,"강남","2020-11-22",8.4,297.6,1.6,0,59.5,14
400,"강남","2020-11-22",8.8,292,2.2,0,61.6,15
400,"강남","2020-11-22",8.5,274.3,2.1,0,55.9,16
400,"강남","2020-11-22",8,291.1,2,0,60.8,17
400,"강남","2020-11-22",7.1,273.7,3.4,0,68.4,18
400,"강남","2020-11-22",6,326.8,3,0,68.7,19
400,"강남","2020-11-22",4.8,305.4,2.6,0,66.3,20
400,"강남","2020-11-22",4.4,327.7,2.4,0,67.5,21
400,"강남","2020-11-22",3.8,338.6,2.3,0,65.4,22
400,"강남","2020-11-22",3.2,320.3,2.7,0,63.9,23
400,"강남","2020-11-23",2.6,319,1.5,0,65.8,0
400,"강남","2020-11-23",2.3,313.8,1.7,0,65.3,1
400,"강남","2020-11-23",2,316.1,2.6,0,63.4,2
400,"강남","2020-11-23",1.5,317.2,1.8,0,62.2,3
400,"강남","2020-11-23",1.2,315.4,1.4,0,65.2,4
400,"강남","2020-11-23",1,316.1,1.4,0,67.9,5
400,"강남","2020-11-23",0.7,308,1.1,0,70.4,6
400,"강남","2020-11-23",0.5,310.5,1,0,69.1,7
400,"강남","2020-11-23",0.7,0,0.3,0,70.1,8
400,"강남","2020-11-23",1.6,263.1,1,0,66,9
400,"강남","2020-11-23",2.8,320.3,1.6,0,58.4,10
400,"강남","2020-11-23",3.9,308,2,0,50.2,11
400,"강남","2020-11-23",4.2,321.8,2.6,0,46.1,12
400,"강남","2020-11-23",5.1,295.7,2.1,0,39.2,13
400,"강남","2020-11-23",6.1,313.6,2.6,0,31.7,14
400,"강남","2020-11-23",6.8,308.5,2.3,0,32.3,15
400,"강남","2020-11-23",6.1,310.9,2.8,0,37,16
400,"강남","2020-11-23",4.8,296.1,1.6,0,41.3,17
400,"강남","2020-11-23",4.1,341.2,1.1,0,42.7,18
400,"강남","2020-11-23",3.5,342.9,0.9,0,47,19
400,"강남","2020-11-23",3.6,343.3,1,0,45.6,20
400,"강남","2020-11-23",2.9,330.8,0.5,0,48.7,21
400,"강남","2020-11-23",1.8,291.7,0.6,0,57.1,22
400,"강남","2020-11-23",0.9,0,0.3,0,65.5,23
400,"강남","2020-11-24",0.5,0,0.3,0,64.4,0
400,"강남","2020-11-24",0.3,0,0.3,0,72.7,1
400,"강남","2020-11-24",1.6,53.7,0.9,0,56.2,2
400,"강남","2020-11-24",1.8,49.3,0.6,0,53.6,3
400,"강남","2020-11-24",2.2,49.4,0.6,0,47.8,4
400,"강남","2020-11-24",2.3,5.5,0.7,0,46,5
400,"강남","2020-11-24",2.6,355,0.6,0,47.1,6
400,"강남","2020-11-24",2.5,0,0.4,0,48.8,7
400,"강남","2020-11-24",2.9,76.2,0.5,0,47.1,8
400,"강남","2020-11-24",3.1,93.6,1,0,46.7,9
400,"강남","2020-11-24",4.4,6.5,0.5,0,45.2,10
400,"강남","2020-11-24",5.3,96.4,1.1,0,42.6,11
400,"강남","2020-11-24",6.2,107.9,1.2,0,37.5,12
400,"강남","2020-11-24",7.1,351.4,1.2,0,35.3,13
400,"강남","2020-11-24",7.7,338.9,1.3,0,34.9,14
400,"강남","2020-11-24",7.8,325.3,1.5,0,37.5,15
400,"강남","2020-11-24",8,16.5,0.9,0,32.6,16
400,"강남","2020-11-24",7.1,4.2,0.8,0,36.8,17
400,"강남","2020-11-24",5.4,0,0.3,0,47.2,18
400,"강남","2020-11-24",5.3,307.7,1.1,0,40.7,19
400,"강남","2020-11-24",4.9,311.8,1.1,0,41.4,20
400,"강남","2020-11-24",3.2,0,0.3,0,53.4,21
400,"강남","2020-11-24",2.3,0,0.1,0,59,22
400,"강남","2020-11-24",3.1,96,0.9,0,55.3,23
400,"강남","2020-11-25",1.9,0,0.2,0,70.2,0
400,"강남","2020-11-25",1.7,0,0.2,0,70.8,1
400,"강남","2020-11-25",1.4,0,0.2,0,68.6,2
400,"강남","2020-11-25",1,0,0.4,0,70.7,3
400,"강남","2020-11-25",0.6,0,0.1,0,78.9,0
400,"강남","2020-11-25",0.8,0,0.2,0,75.3,1
400,"강남","2020-11-25",0.5,0,0.3,0,78.2,2
400,"강남","2020-11-25",1.6,113.6,1.1,0,68.7,3
400,"강남","2020-11-25",1.7,163.3,0.7,0,65.7,4
400,"강남","2020-11-25",2.5,109.2,1.3,0,61.1,5
400,"강남","2020-11-25",6.2,203.4,1,0,52.9,10
400,"강남","2020-11-25",7.1,250.6,0.8,0,45.4,11
400,"강남","2020-11-25",8.7,99.2,0.7,0,39.8,12
400,"강남","2020-11-25",10.1,292.9,1.8,0,41.5,13
400,"강남","2020-11-25",10.2,296.1,2.2,0,42.7,14
400,"강남","2020-11-25",10.1,302.9,1.2,0,45,15
400,"강남","2020-11-25",9.5,318.2,2.4,0,48.6,16
400,"강남","2020-11-25",9.3,331.4,0.9,0,50.5,17
400,"강남","2020-11-25",8.7,7.3,0.7,0,53.4,18
400,"강남","2020-11-25",7.7,2.7,0.5,0,55.6,19
400,"강남","2020-11-25",7.5,93,0.5,0,56.1,20
400,"강남","2020-11-25",5.9,0,0.2,0,63.1,21
400,"강남","2020-11-25",4.1,0,0.2,0,79.1,22
400,"강남","2020-11-25",3.6,277.7,0.5,0,82.4,23
400,"강남","2020-11-26",3.2,295.2,0.6,0,86.8,6
400,"강남","2020-11-26",4,120.3,0.6,0,83.8,7
400,"강남","2020-11-26",2.9,99.3,0.5,0,88.2,8
400,"강남","2020-11-26",2.6,285.6,0.7,0,90.6,9
400,"강남","2020-11-26",2.3,0,0.2,0,94.4,0
400,"강남","2020-11-26",2.6,0,0.4,0,92.8,1
400,"강남","2020-11-26",3.6,97.9,0.5,0,82.9,2
400,"강남","2020-11-26",2.6,0,0.4,0,87.8,3
400,"강남","2020-11-26",3.7,141.1,0.8,0,83.1,4
400,"강남","2020-11-26",4.2,85,0.5,0,72.6,5
400,"강남","2020-11-26",5.5,297.2,1,0,65.9,10
400,"강남","2020-11-26",7.7,352.1,1,0,56.3,11
400,"강남","2020-11-26",8.4,96.2,1.2,0,48.9,12
400,"강남","2020-11-26",10,18,1.1,0,44.8,13
400,"강남","2020-11-26",10.1,338.8,1.4,0,36.7,14
400,"강남","2020-11-26",10.7,33.4,0.8,0,37.2,15
400,"강남","2020-11-26",10.7,318.5,1.2,0,33.2,16
400,"강남","2020-11-26",9.7,307.1,1.5,0,40.3,17
400,"강남","2020-11-26",8.4,293.5,1.3,0,50.7,18
400,"강남","2020-11-26",7.7,298.7,1.6,0,50.4,19
400,"강남","2020-11-26",7.2,308.9,1.1,0,54.9,20
400,"강남","2020-11-26",5.2,0,0,0,65.9,21
400,"강남","2020-11-26",6.5,253,1.1,0,60.6,22
400,"강남","2020-11-26",6.1,250.7,1.6,0,61.8,23
400,"강남","2020-11-27",6.2,249.3,0.8,0,62.8,6
400,"강남","2020-11-27",5.9,250.1,1.2,0,64.1,7
400,"강남","2020-11-27",4.4,0,0.2,0,75.5,8
400,"강남","2020-11-27",4.6,0,0.2,0,78,9
400,"강남","2020-11-27",5.2,256.5,0.5,0,76.3,0
400,"강남","2020-11-27",5.7,0,0.3,0,69.1,1
400,"강남","2020-11-27",6.2,250.8,1.1,0,64.1,2
400,"강남","2020-11-27",6.2,277.5,1,0,64.2,3
400,"강남","2020-11-27",5.4,312.1,2.1,0,59.3,0
400,"강남","2020-11-27",5.8,286.4,2.2,0,60.4,1
400,"강남","2020-11-27",6.1,308.3,3.2,0,56.8,10
400,"강남","2020-11-27",6.6,329.1,2.5,0,55,11
400,"강남","2020-11-27",7.5,324.5,3.2,0,47.4,12
400,"강남","2020-11-27",7.3,323.3,3.6,0,44.9,13
400,"강남","2020-11-27",7.2,277.5,3.3,0,48.5,14
400,"강남","2020-11-27",6.9,278.6,2.8,0,46.1,15
400,"강남","2020-11-27",6.6,268.5,3.1,0,44.7,16
400,"강남","2020-11-27",6,311.5,2.3,0,42,17
400,"강남","2020-11-27",5.2,306.4,3.3,0,44.6,18
400,"강남","2020-11-27",4.1,337.4,2.3,0,49.9,19
400,"강남","2020-11-27",3.6,320.7,1.7,0,54.7,20
400,"강남","2020-11-27",3.2,324.4,2.3,0,56,21
400,"강남","2020-11-27",2.7,306.1,2.2,0,56.2,22
400,"강남","2020-11-27",2.4,318.1,2.9,0,53.7,23
400,"강남","2020-11-28",2,298.4,1.4,0,54.9,2
400,"강남","2020-11-28",1.7,316.5,1.1,0,57.1,3
400,"강남","2020-11-28",1.5,336.1,1.6,0,56,4
400,"강남","2020-11-28",1.2,328.6,2.5,0,54.6,5
400,"강남","2020-11-28",0.7,307,2.2,0,53.1,6
400,"강남","2020-11-28",0.4,307.4,3.3,0,48.7,7
400,"강남","2020-11-28",-0.1,328,2.3,0,49.8,8
400,"강남","2020-11-28",-0.6,320.2,1.6,0,52.7,9
400,"강남","2020-11-28",-0.7,295.6,1.6,0,52.8,0
400,"강남","2020-11-28",-0.1,312.4,2.5,0,45.2,1
400,"강남","2020-11-28",0.7,287.5,2.9,0,41.4,10
400,"강남","2020-11-28",2.1,305.6,1.8,0,36.2,11
400,"강남","2020-11-28",2.7,308.5,2.7,0,30.8,12
400,"강남","2020-11-28",3.8,287.9,2.7,0,28.8,13
400,"강남","2020-11-28",3.2,321.8,2.7,0,26.8,14
400,"강남","2020-11-28",3.2,337.9,3,0,28.8,15
400,"강남","2020-11-28",2.8,304.5,2,0,34.3,16
400,"강남","2020-11-28",2,312.3,1.7,0,36.1,17
400,"강남","2020-11-28",1.6,293,1.4,0,41.7,18
400,"강남","2020-11-28",1,327.7,1.6,0,46.7,19
400,"강남","2020-11-28",0.5,311,1.1,0,48.5,20
400,"강남","2020-11-28",0.3,335.1,1.9,0,47.6,21
400,"강남","2020-11-28",0.2,278.3,0.5,0,45.8,22
400,"강남","2020-11-28",0.1,302.3,0.7,0,45.2,23
400,"강남","2020-11-29",0.1,258,1.3,0,45.7,2
400,"강남","2020-11-29",0,258.2,1.2,0,46.1,3
400,"강남","2020-11-29",-0.1,256.1,1,0,49,4
400,"강남","2020-11-29",-0.3,311.5,0.8,0,48.4,5
400,"강남","2020-11-29",-0.6,270.4,0.7,0,51.1,6
400,"강남","2020-11-29",-1.2,322.6,1,0,55.9,7
400,"강남","2020-11-29",-1.7,0,0.4,0,56.9,8
400,"강남","2020-11-29",-1.2,108.3,1.1,0,56.2,9
400,"강남","2020-11-29",-0.9,101,0.7,0,50.7,0
400,"강남","2020-11-29",-0.1,158.7,0.6,0,48.6,1
400,"강남","2020-11-29",1.5,148.2,0.9,0,46.7,10
400,"강남","2020-11-29",2.5,303.7,1.2,0,44.9,11
400,"강남","2020-11-29",2.6,318.6,1.5,0,48.6,12
400,"강남","2020-11-29",2.7,274.3,1.9,0,51.7,13
400,"강남","2020-11-29",2.9,328.5,1.8,0,51.3,14
400,"강남","2020-11-29",3.1,280.8,1.7,0,54.4,15
400,"강남","2020-11-29",3.2,312.4,2.4,0,53.3,16
400,"강남","2020-11-29",3.2,310.7,2.2,0,54.2,17
400,"강남","2020-11-29",2.1,296.7,1.6,0,59,18
400,"강남","2020-11-29",2.2,326.3,1.3,0,57.9,19
400,"강남","2020-11-29",1.6,314.1,1.5,0,61.9,20
400,"강남","2020-11-29",0.7,320,1.9,0,56.3,21
400,"강남","2020-11-29",0.1,331.8,2,0,51.1,22
400,"강남","2020-11-29",-0.3,311.2,1.1,0,52.8,23
400,"강남","2020-11-30",-0.9,262.4,0.7,0,58.7,2
400,"강남","2020-11-30",-1.4,291,0.6,0,63.6,3
400,"강남","2020-11-30",-1.3,128.5,0.5,0,57.5,0
400,"강남","2020-11-30",-1.5,0,0.4,0,57.7,1
400,"강남","2020-11-30",-2.9,0,0.3,0,74,2
400,"강남","2020-11-30",-2.9,0,0.4,0,74.8,3
400,"강남","2020-11-30",-3,0,0.4,0,73.2,4
400,"강남","2020-11-30",-3,0,0.3,0,75.6,5
400,"강남","2020-11-30",-2.1,0,0.4,0,68,6
400,"강남","2020-11-30",-0.9,120.7,0.7,0,62.7,7
400,"강남","2020-11-30",1.3,64.9,0.5,0,53.2,10
400,"강남","2020-11-30",2.5,333.7,1.2,0,48,11
400,"강남","2020-11-30",3.7,297.7,2.3,0,41.8,12
400,"강남","2020-11-30",4.1,257.9,2.6,0,41,13
400,"강남","2020-11-30",4.9,267.1,2.2,0,35.8,14
400,"강남","2020-11-30",4.4,335,3.2,0,32.9,15
400,"강남","2020-11-30",4.3,293.8,2.3,0,34.3,16
400,"강남","2020-11-30",3.1,273.8,2.3,0,43.2,17
400,"강남","2020-11-30",2.5,292.9,1.6,0,46.5,18
400,"강남","2020-11-30",2.5,319.7,1.7,0,46.9,19
400,"강남","2020-11-30",1.9,304.3,0.9,0,45,20
400,"강남","2020-11-30",1.4,321.6,0.8,0,46.8,21
400,"강남","2020-11-30",1,312.9,1,0,48.6,22
400,"강남","2020-11-30",-0.4,349.3,0.5,0,59.6,23
400,"강남","2020-12-01",-0.9,271.6,0.6,0,60.9,8
400,"강남","2020-12-01",-1.3,0,0.4,0,59.7,9
400,"강남","2020-12-01",-1.7,0,0.2,0,60.6,0
400,"강남","2020-12-01",-0.8,0,0.4,0,52.8,1
400,"강남","2020-12-01",-1,49.6,0.7,0,49.5,2
400,"강남","2020-12-01",-1.9,0,0.3,0,54.8,3
400,"강남","2020-12-01",-1.5,111.9,0.7,0,54.1,4
400,"강남","2020-12-01",-2.9,0,0.4,0,66.3,5
400,"강남","2020-12-01",-1.4,115.3,0.6,0,55.7,6
400,"강남","2020-12-01",-0.6,111.4,0.6,0,50.7,7
400,"강남","2020-12-01",1.1,44.3,1,0,45.2,10
400,"강남","2020-12-01",3.2,310.8,0.9,0,37,11
400,"강남","2020-12-01",4.1,58.8,1.3,0,31.4,12
400,"강남","2020-12-01",5.7,320.2,1.1,0,26.9,13
400,"강남","2020-12-01",6.7,30,1.1,0,24.4,14
400,"강남","2020-12-01",6.6,230.6,1.3,0,24,15
400,"강남","2020-12-01",6.2,39.8,1,0,24.3,16
400,"강남","2020-12-01",5.4,305.9,1.9,0,25.5,17
400,"강남","2020-12-01",4.9,27.5,1.1,0,23.3,18
400,"강남","2020-12-01",4.5,343.2,0.9,0,26.7,19
400,"강남","2020-12-01",4.1,346.7,0.6,0,30.8,20
400,"강남","2020-12-01",3.7,335.4,1,0,35.7,21
400,"강남","2020-12-01",3.6,1.5,0.5,0,33,22
400,"강남","2020-12-01",3.5,3.2,0.7,0,34,23
400,"강남","2020-12-02",3.2,0,0.4,0,38.5,8
400,"강남","2020-12-02",2.9,354.9,0.5,0,37.8,9
400,"강남","2020-12-02",2.9,76.9,0.5,0,37.5,0
400,"강남","2020-12-02",2.7,11.3,0.5,0,40.4,1
400,"강남","2020-12-02",2.8,0.9,0.6,0,35.6,2
400,"강남","2020-12-02",2.5,33.7,0.9,0,35.7,3
400,"강남","2020-12-02",2.3,349.7,0.9,0,35.5,0
400,"강남","2020-12-02",2.4,303.8,0.7,0,37.6,1
400,"강남","2020-12-02",2.6,312.1,1.2,0,36,2
400,"강남","2020-12-02",2.6,115,1.1,0,37.3,3
400,"강남","2020-12-02",3.6,322.5,1.3,0,36.1,10
400,"강남","2020-12-02",4.1,340.1,1,0,32.5,11
400,"강남","2020-12-02",4.8,313.9,1.1,0,28.3,12
400,"강남","2020-12-02",5.9,351.4,0.7,0,31.9,13
400,"강남","2020-12-02",6,262.7,0.9,0,28.9,14
400,"강남","2020-12-02",7,181.2,0.5,0,23.1,15
400,"강남","2020-12-02",6.6,284,2.8,0,25.4,16
400,"강남","2020-12-02",5.3,266.5,2.3,0,28.7,17
400,"강남","2020-12-02",4.5,292,1,0,35.2,18
400,"강남","2020-12-02",4,294,1.5,0,36.3,19
400,"강남","2020-12-02",3.8,303.2,1.2,0,35.6,20
400,"강남","2020-12-02",3.5,310.5,1.7,0,34.2,21
400,"강남","2020-12-02",3.1,320.9,2.7,0,35.8,22
400,"강남","2020-12-02",2.2,341.5,1.5,0,38.6,23
400,"강남","2020-12-03",2.2,319.9,1.7,0,38.1,4
400,"강남","2020-12-03",2,310.1,1,0,41.2,5
400,"강남","2020-12-03",2.2,322.7,2.1,0,33.8,6
400,"강남","2020-12-03",1.7,0,0.3,0,42.6,7
400,"강남","2020-12-03",1.7,359.4,0.8,0,39,8
400,"강남","2020-12-03",0.7,338,0.8,0,44.2,9
400,"강남","2020-12-03",0.2,335.1,0.6,0,46.9,0
400,"강남","2020-12-03",-0.5,0,0.4,0,55.6,1
400,"강남","2020-12-03",1,322,1.1,0,44.5,2
400,"강남","2020-12-03",1.9,309.5,2.2,0,43.7,3
400,"강남","2020-12-03",3.2,293.4,2,0,43.1,10
400,"강남","2020-12-03",3.5,327.5,2.4,0,37,11
400,"강남","2020-12-03",4,266.3,3.5,0,39.1,12
400,"강남","2020-12-03",4.8,266.6,3.2,0,35.2,13
400,"강남","2020-12-03",4.8,257.8,3.1,0,35.6,14
400,"강남","2020-12-03",4.7,293.3,2.8,0,34,15
400,"강남","2020-12-03",3.9,304.7,3.2,0,35.4,16
400,"강남","2020-12-03",2.8,305.8,2.5,0,34.7,17
400,"강남","2020-12-03",2.6,331.1,2.1,0,33.8,18
400,"강남","2020-12-03",2,308.5,1.5,0,38.7,19
400,"강남","2020-12-03",1.7,319.2,2.6,0,39.8,20
400,"강남","2020-12-03",1,302.2,2,0,40.3,21
400,"강남","2020-12-03",0.3,285,1.4,0,43.2,22
400,"강남","2020-12-03",-0.3,325.3,1.6,0,48,23
400,"강남","2020-12-04",-0.9,312.1,1.1,0,50.6,4
400,"강남","2020-12-04",-1.9,297.8,0.6,0,60,5
400,"강남","2020-12-04",-2.4,0,0.4,0,64.9,6
400,"강남","2020-12-04",-2.7,281.1,0.7,0,65.8,7
400,"강남","2020-12-04",-3.2,0,0.4,0,71.2,8
400,"강남","2020-12-04",-3,279.3,0.5,0,66.2,9
400,"강남","2020-12-04",-3.4,290.5,0.5,0,69.7,0
400,"강남","2020-12-04",-3.7,0,0.4,0,70.3,1
400,"강남","2020-12-04",-3,264.3,1,0,65.3,2
400,"강남","2020-12-04",-1.8,152.5,0.6,0,59.9,3
400,"강남","2020-12-04",0.3,119.3,0.8,0,53.7,10
400,"강남","2020-12-04",2.4,199.3,1.6,0,42.8,11
400,"강남","2020-12-04",3.2,260.8,2.6,0,34,12
400,"강남","2020-12-04",3.8,275.5,1.6,0,32,13
400,"강남","2020-12-04",4.9,285.9,2.1,0,31.3,14
400,"강남","2020-12-04",4.8,269.6,2.8,0,26.6,15
400,"강남","2020-12-04",4.9,320.2,1.6,0,27.8,16
400,"강남","2020-12-04",3.7,304.4,1.3,0,35.6,17
400,"강남","2020-12-04",2.7,323.5,1.4,0,36,18
400,"강남","2020-12-04",2,351.6,0.7,0,42.9,19
400,"강남","2020-12-04",0.8,0,0.4,0,49.9,20
400,"강남","2020-12-04",-0.2,249.9,0.6,0,57,21
400,"강남","2020-12-04",-1.1,272.1,0.5,0,60.8,22
400,"강남","2020-12-04",-1,0,0.2,0,65.9,23
400,"강남","2020-12-05",-1.2,0,0.3,0,62.9,0
400,"강남","2020-12-05",-1.7,0,0.2,0,72.8,1
400,"강남","2020-12-05",-0.6,0,0.3,0,64.6,2
400,"강남","2020-12-05",-0.4,104.6,0.9,0,59,3
400,"강남","2020-12-05",-1.6,0,0.4,0,73.1,4
400,"강남","2020-12-05",-0.7,98.8,1,0,62.1,5
400,"강남","2020-12-05",-1.2,131.3,0.5,0,71.4,6
400,"강남","2020-12-05",-1,118.8,0.9,0,67.2,7
400,"강남","2020-12-05",-1.1,106.8,0.8,0,67.3,8
400,"강남","2020-12-05",0.1,167.4,0.8,0,61,9
400,"강남","2020-12-05",2.4,94.8,1.1,0,54.1,10
400,"강남","2020-12-05",4.8,179,1.2,0,51.4,11
400,"강남","2020-12-05",5.9,278.7,1.3,0,50.7,12
400,"강남","2020-12-05",7.5,265.9,1.9,0,46.5,13
400,"강남","2020-12-05",6.8,299.5,2.1,0,48.5,14
400,"강남","2020-12-05",6.8,318.4,2.2,0,49.3,15
400,"강남","2020-12-05",6.5,328.3,1.4,0,48.5,16
400,"강남","2020-12-05",6,268,1.9,0,49.2,17
400,"강남","2020-12-05",5.1,277.9,1,0,50.1,18
400,"강남","2020-12-05",4.8,304.7,0.9,0,51.2,19
400,"강남","2020-12-05",4.6,294.4,0.7,0,54.3,20
400,"강남","2020-12-05",4,273.2,0.7,0,58.9,21
400,"강남","2020-12-05",2.6,0,0.4,0,67.2,22
400,"강남","2020-12-05",3.4,284.6,0.6,0,63.4,23
400,"강남","2020-12-06",3.7,100.3,0.9,0,62.2,0
400,"강남","2020-12-06",3.5,184.5,0.5,0,63.4,1
400,"강남","2020-12-06",3.3,290.7,0.6,0,65.8,2
400,"강남","2020-12-06",3.2,0,0.4,0,68.9,3
400,"강남","2020-12-06",3,0,0.4,0,65.9,4
400,"강남","2020-12-06",2.5,104.3,0.7,0,69,5
400,"강남","2020-12-06",0.9,281.8,0.7,0,79.2,6
400,"강남","2020-12-06",0.8,0,0.1,0,81.4,7
400,"강남","2020-12-06",0.4,0,0.4,0,86.4,8
400,"강남","2020-12-06",2.7,89,1.1,0,71.4,9
400,"강남","2020-12-06",5.8,240.8,0.5,0,61.5,10
400,"강남","2020-12-06",7.1,222.2,0.8,0,55.4,11
400,"강남","2020-12-06",8.8,283.3,0.9,0,50.5,12
400,"강남","2020-12-06",9.6,310.8,1.7,0,42.5,13
400,"강남","2020-12-06",9,264.4,1.1,0,42.9,14
400,"강남","2020-12-06",8.9,278.2,2.2,0,46.1,15
400,"강남","2020-12-06",8.6,252.4,2.3,0,50.9,16
400,"강남","2020-12-06",7.4,259.5,1.3,0,53.4,17
400,"강남","2020-12-06",6.4,254.5,1,0,57,18
400,"강남","2020-12-06",5.9,242.8,0.9,0,60.5,19
400,"강남","2020-12-06",3.4,249.4,0.8,0,72.3,20
400,"강남","2020-12-06",2.7,293.6,0.5,0,76.9,21
400,"강남","2020-12-06",1.9,0,0,0,83.3,22
400,"강남","2020-12-06",2,309.5,0.6,0,84.1,23
400,"강남","2020-12-07",3,102.5,0.8,0,79.5,0
400,"강남","2020-12-07",3.6,0,0.3,0,75.3,1
400,"강남","2020-12-07",4.5,139.6,0.6,0,71.9,2
400,"강남","2020-12-07",4.6,0,0.4,0,70.8,3
400,"강남","2020-12-07",4.6,0,0,0,75.3,0
400,"강남","2020-12-07",4,339.4,0.6,0,79.1,1
400,"강남","2020-12-07",4.8,330.1,1,0,71.3,2
400,"강남","2020-12-07",4.6,0,0.2,0,69.8,3
400,"강남","2020-12-07",4.7,0,0.3,0,70.6,4
400,"강남","2020-12-07",5.4,62.6,0.6,0,61.8,5
400,"강남","2020-12-07",6.1,344.1,0.9,0,53.7,10
400,"강남","2020-12-07",6.9,286.1,1.7,0,47.7,11
400,"강남","2020-12-07",7.4,275.5,3.4,0,38.6,12
400,"강남","2020-12-07",7.4,271.6,2.7,0,34.8,13
400,"강남","2020-12-07",6.9,312.3,4.4,0,36.7,14
400,"강남","2020-12-07",6.8,295.9,2.6,0,34.1,15
400,"강남","2020-12-07",5.9,289,2.7,0,33.1,16
400,"강남","2020-12-07",4.8,332.1,2.7,0,36.6,17
400,"강남","2020-12-07",3.7,319.4,2.1,0,38.1,18
400,"강남","2020-12-07",3,337.7,2.4,0,39.3,19
400,"강남","2020-12-07",2.4,334,2.5,0,41.2,20
400,"강남","2020-12-07",1.8,318.1,1.8,0,46.1,21
400,"강남","2020-12-07",1.7,318.9,2.5,0,46.6,22
400,"강남","2020-12-07",1,314.7,1.6,0,49.3,23
400,"강남","2020-12-08",0.7,314.5,1.6,0,50.4,6
400,"강남","2020-12-08",0.1,318.3,2.4,0,48.6,7
400,"강남","2020-12-08",-0.5,312.1,2.1,0,49.1,8
400,"강남","2020-12-08",-1.2,328.5,0.8,0,53.9,9
400,"강남","2020-12-08",-2,288.8,0.7,0,61.2,0
400,"강남","2020-12-08",-2,359.5,0.5,0,59.8,1
400,"강남","2020-12-08",-1.7,296.8,0.9,0,54.8,2
400,"강남","2020-12-08",-1.7,310.9,1,0,52.1,3
400,"강남","2020-12-08",-1.2,325.7,1.8,0,47.3,4
400,"강남","2020-12-08",-0.8,355.5,0.9,0,53.2,5
400,"강남","2020-12-08",0.5,25.6,0.7,0,46.3,10
400,"강남","2020-12-08",1.5,318.9,1.8,0,36.6,11
